3.0 2800 19602 1928 91.0 321 280 33.796443100000005 -84.36244040000001 300000
3.0 3583 10410 1965 92.0 71 280 33.742367 -84.5211749 300000
2.0 1776 6969 1955 93.0 115 280 33.6684649 -84.4001735 300000
2.5 3832 40815 1972 96.0 151 280 33.955888 -84.374593 300000
2.5 2239 6969 2017 103.0 152 42 33.707675 -84.308863 300000
2.0 1657 7013 1920 104.0 374 280 33.7574442 -84.3757668 300000
3.5 3080 6969 2017 104.0 252 250 33.914116 -84.383711 300000
3.0 3444 13068 1962 110.0 127 280 33.8585952 -84.30051329999999 300000
3.0 2900 49135 1961 112.0 259 280 33.840394 -84.362539 300000
2.5 2768 16988 2005 112.0 91 46 33.6721076 -84.5823583 300000
3.5 2010 6969 2018 121.0 303 195 33.7674408 -84.3706059 300000
4.5 5257 19384 1998 121.0 79 63 33.72269420000001 -84.54633940000001 300000
7.5 6883 165528 2004 126.0 580 280 33.899325700000006 -84.43178509999998 300000
3.5 4400 6969 2008 132.0 676 280 33.8215601 -84.3882872 300000
6.0 7681 39204 2006 138.0 345 280 33.7821851 -84.3397643 300000
3.0 3955 19471 1920 140.0 151 280 33.8167948 -84.4653179 300000
5.5 7083 21431 2008 142.0 352 280 33.8037618 -84.3555605 300000
4.0 3236 48787 1972 146.0 162 280 33.9789184 -84.338655 300000
2.0 1736 7840 1935 153.0 99 280 33.7298903 -84.4386207 300000
1.5 1040 31363 1962 163.0 58 280 33.6666049 -84.629326 300000
5.5 7200 21910 2016 182.0 302 280 33.8851154 -84.3990509 300000
3.5 2819 6969 2015 216.0 816 150 33.7836468 -84.3829526 300000
4.5 4837 23827 1997 219.0 258 280 33.8621521 -84.3661573 300000
1.0 1170 12109 1949 257.0 321 280 33.874569 -84.37685490000001 300000
1.0 1347 113256 1956 329.0 100 280 33.664611 -84.551194 300000
7.5 7581 100187 1988 404.0 165 17 33.9815167 -84.3012569 300000
1.0 1020 20037 1949 130.0 64 280 33.712855499999996 -84.44313259999998 300000
2.5 2279 21780 1962 249.0 395 280 33.85843679999999 -84.340203 300000
3.5 2213 6969 2017 75.0 229 280 33.846133 -84.332265 300000
4.5 3700 6969 2017 186.0 256 280 33.8163677 -84.4653435 300000
3.5 2285 6969 1989 54.5 245 280 33.9369881 -84.3632304 300000
3.5 3511 6969 1989 54.5 162 280 33.917488899999995 -84.2956645 300000
3.5 3050 6969 1989 54.5 191 280 33.9147357 -84.3842672 300000
4.0 2941 6969 1989 54.5 84 280 33.630342999999996 -84.540346 300000
2.5 1708 6969 1989 54.5 96 280 33.601890563965 -84.445846557617 300000
2.0 2237 6969 1989 54.5 98 280 33.6812814 -84.5969232 300000
1.5 1080 1926 1956 1.0 119 280 39.292477000000005 -76.521718 300000
1.0 870 6969 1954 1.0 34 280 39.337502799999996 -76.5607801 300000
1.0 920 6969 1923 1.0 38 280 39.2975415 -76.5708672 300000
2.5 1295 6969 1900 2.0 224 280 39.2879093 -76.5905416 300000
2.0 1224 1793 1910 2.0 274 280 39.2859033 -76.5741683 300000
1.0 885 6969 2005 2.0 225 326 39.2755786 -76.61171209999999 300000
2.0 1178 6969 1952 4.0 8 280 39.315481 -76.5684026 300000
2.0 1454 6969 1948 4.0 78 280 39.359592299999996 -76.6010793 300000
1.0 712 6969 1984 4.0 253 310 39.2803158 -76.6143336 300000
2.5 1672 3410 1939 5.0 257 280 39.3774844 -76.6122814 300000
1.5 1056 6969 1941 5.0 38 280 39.3457343 -76.6057421 300000
5.0 2520 1307 1900 5.0 262 280 39.290867 -76.5906104 300000
2.0 1980 1120 1920 6.0 174 280 39.2855498 -76.57088279999999 300000
1.0 1200 6969 1900 9.0 200 280 39.328638 -76.63376600000001 300000
1.0 1078 6969 1875 10.0 296 280 39.2702609 -76.5900239 300000
2.5 1682 6969 2017 12.0 196 56 39.2818876 -76.5573555 300000
2.0 1531 6969 1920 12.0 163 790 39.3357499 -76.6211255 300000
4.5 3500 6969 1853 13.0 186 280 39.3061909 -76.6247813 300000
2.5 1440 6969 1920 13.0 208 280 39.2848579 -76.5815197 300000
2.0 1288 6969 1920 13.0 82 280 39.299059 -76.66193 300000
2.5 1559 6969 1968 13.0 109 528 39.3519789 -76.6453395 300000
1.5 1227 6165 1920 14.0 53 280 39.3443832 -76.6648014 300000
3.0 2822 6969 1920 15.0 148 280 39.306903999999996 -76.6254359 300000
2.5 1104 6247 1925 15.0 100 280 39.330943700000006 -76.55944670000001 300000
1.0 728 6969 1900 17.0 295 280 39.2730581 -76.6094035 300000
2.5 1749 6969 1968 17.0 85 351 39.3700833 -76.7110274 300000
3.0 2466 1 1925 18.0 159 280 39.28901629999999 -76.7000958 300000
2.0 2226 6969 2009 19.0 92 200 39.279807 -76.704955 300000
1.0 1216 6969 1955 20.0 140 280 39.3681589 -76.5885307 300000
2.0 1298 588 1920 21.0 215 280 39.286128000000005 -76.588151 300000
1.0 1232 6969 1920 21.0 61 280 39.3246054 -76.60427320000001 300000
1.0 912 828 1875 22.0 38 280 39.279127 -76.635791 300000
2.0 1152 6969 1920 24.0 52 280 39.294880299999996 -76.66815770000001 300000
1.0 1102 6969 1942 30.0 95 280 39.280494700000006 -76.700644 300000
1.0 745 6969 2005 34.0 248 599 39.277128600000005 -76.60544209999999 300000
1.5 1180 436 1940 34.0 122 280 39.2974221 -76.6792602 300000
1.5 1360 1307 1924 39.0 73 280 39.2968727 -76.6761138 300000
1.0 1584 6969 1930 40.0 25 280 39.351335999999996 -76.607731 300000
2.0 1688 6969 1930 48.0 59 280 39.2949936 -76.6843308 300000
3.5 2940 6969 2010 49.0 213 280 39.280547399999996 -76.57083309999999 300000
3.0 1413 6969 2009 51.0 152 200 39.279619 -76.7049651 300000
1.5 780 1827 1923 67.0 128 280 39.224145 -76.586985 300000
2.5 1908 10030 1959 77.0 216 280 39.3767061 -76.67680159999999 300000
1.5 1396 35898 1958 84.0 85 280 39.3275073 -76.5551988 300000
2.5 1745 7148 1907 84.0 126 280 39.363287299999996 -76.61074509999999 300000
1.0 960 6969 1920 84.0 72 280 39.2965014 -76.5731291 300000
2.0 1372 6969 2007 100.0 208 280 39.273957200000005 -76.6097072 300000
2.0 1336 6969 1919 103.0 52 280 39.293510999999995 -76.68313 300000
1.0 1064 6969 1920 107.0 15 280 39.2988421 -76.6618239 300000
2.0 1140 13068 1950 110.0 99 280 39.357248 -76.578942 300000
3.5 3595 3683 2017 114.0 178 317 39.389857899999996 -76.66168590000001 300000
3.5 1759 6969 2018 120.0 342 80 39.2717552 -76.59135440000001 300000
2.0 1160 6969 1930 125.0 99 280 39.32377329999999 -76.5692097 300000
2.5 1917 6969 2017 126.0 188 56 39.2818876 -76.5573555 300000
3.0 1832 6969 1910 128.0 235 280 39.2859604 -76.5738075 300000
1.0 1432 6969 1920 131.0 7 280 39.311319399999995 -76.6419015 300000
1.0 1040 6969 1940 140.0 47 280 39.236449 -76.6051704 300000
3.0 4824 6969 1907 146.0 80 280 39.3135 -76.637437 300000
1.0 1392 871 1900 151.0 29 280 39.286632 -76.6306821 300000
2.0 1200 6969 1938 155.0 63 280 39.3279196 -76.56467020000001 300000
2.5 1989 6969 2007 158.0 372 1843 39.2804736 -76.6059791 300000
2.5 1761 960 1920 166.0 129 280 39.2973165 -76.5884205 300000
2.0 1211 6969 1903 170.0 124 733 39.3021734 -76.61572220000001 300000
2.0 1148 6969 2008 179.0 239 403 39.288888299999996 -76.60945459999999 300000
1.5 978 2178 1898 207.0 128 280 39.2809945 -76.6315163 300000
1.5 1346 871 1900 209.0 186 280 39.2923775 -76.5816996 300000
2.5 1168 6969 1920 210.0 325 280 39.281917799999995 -76.57890259999999 300000
1.5 1890 14100 1939 226.0 53 280 39.296949 -76.6818982 300000
2.0 1715 6246 1960 261.0 102 280 39.3641357 -76.5632547 300000
2.0 1230 1393920 1900 265.0 63 280 39.278127500000004 -76.6289225 300000
1.0 1220 1307 1938 284.0 160 280 39.3335147 -76.6038615 300000
2.0 1594 7497 1930 329.0 91 280 39.2803331 -76.71007890000001 300000
3.0 1188 6969 1942 335.0 105 280 39.279065700000004 -76.5363845 300000
1.0 1048 5977 1893 349.0 181 280 39.374013 -76.6504735 300000
3.5 2824 7650 1920 351.0 78 280 39.3185311 -76.67602609999999 300000
2.0 2460 6969 1940 352.0 71 280 39.224575099999996 -76.59125809999999 300000
2.0 1297 6969 1967 352.0 35 890 39.3621162 -76.6998558 300000
1.0 1218 6969 1922 366.0 119 280 39.291211499999996 -76.5684691 300000
3.0 2752 5270 2008 392.0 100 280 39.347047499999995 -76.6411986 300000
2.5 2838 8100 1913 401.0 83 280 39.3300342 -76.68209859999999 300000
2.0 1105 887 1915 630.0 144 280 39.288695000000004 -76.5568998 300000
1.5 1088 4100 1985 965.0 55 280 39.339476899999994 -76.60747509999999 300000
1.5 1372 10511 1959 9.0 147 280 37.5247765 -77.5131893 300000
2.5 2828 19645 2003 14.0 118 280 37.4324069 -77.571278 300000
2.5 1528 2517 2018 18.0 115 280 37.556717 -77.426827 300000
2.5 2118 5401 1910 34.0 168 280 37.5704374 -77.4314927 300000
2.5 1936 12458 1986 37.0 116 7 37.384618100000004 -77.4788758 300000
3.0 2920 26876 1972 82.0 113 280 37.489699200000004 -77.6144333 300000
2.0 2509 6969 2017 113.0 132 188 37.5756328 -77.48549399999999 300000
4.5 5174 28401 1990 117.0 112 21 37.455543299999995 -77.5678078 300000
3.5 4336 24999 2017 131.0 314 280 37.5678125 -77.53011120000001 300000
2.0 1942 15594 1979 141.0 110 280 37.490159000000006 -77.582809 300000
2.0 1688 21692 1979 163.0 107 280 37.4548731 -77.458836 300000
4.0 3838 6721 2007 176.0 124 280 37.542243299999996 -77.5576688 300000
2.5 2542 2125 1896 307.0 185 280 37.527233200000005 -77.4133738 300000
2.5 2400 14374 2016 678.0 204 280 37.511293200000004 -77.5560558 300000
2.0 1666 6969 1989 54.5 156 280 37.416359 -77.45886999999999 300000
2.5 1564 6969 1989 54.5 131 280 37.5373258 -77.34534529999999 300000
2.0 1036 6969 1972 1.0 75 517 25.9232018 -80.2071665 300000
1.0 580 6969 1966 1.0 217 150 25.728089 -80.30291070000001 300000
2.0 2035 15857 1979 1.0 280 280 25.649744600000002 -80.3789788 300000
2.0 1400 6969 1980 1.0 114 375 25.9579859 -80.186031 300000
3.5 2441 4866 1991 1.0 172 280 25.660740399999998 -80.4266104 300000
1.5 1125 6969 1972 1.0 126 320 25.7753608 -80.3470565 300000
2.0 1320 6969 1970 2.0 253 568 25.7498837 -80.2016068 300000
3.0 1662 6969 2008 2.0 415 940 25.7700913 -80.1946615 300000
1.5 787 6969 1983 2.0 198 280 25.667112699999997 -80.3756118 300000
2.5 1876 6969 2014 3.0 175 35 25.676648 -80.46668690000001 300000
2.5 2139 6969 2003 4.0 888 1957 25.759088000000002 -80.1918167 300000
1.0 792 3600 1957 5.0 170 280 25.836319600000003 -80.227622 300000
1.0 825 6969 2005 5.0 345 585 25.7619908 -80.19041870000001 300000
4.0 4133 17769 1983 5.0 201 280 25.651843799999998 -80.3653865 300000
2.0 1131 6969 1975 6.0 167 211 25.7729223 -80.3443905 300000
3.0 2179 7500 1939 7.0 394 280 25.8409061 -80.1812075 300000
2.0 1315 6969 1969 7.0 81 280 25.950972699999998 -80.16629640000001 300000
4.0 3767 14324 2005 7.0 235 280 25.697135199999998 -80.3980912 300000
1.0 1032 7452 1972 7.0 136 280 25.8527579 -80.2390995 300000
3.0 2450 206474 1991 8.0 244 280 25.625366 -80.53672890000001 300000
3.5 2293 6969 2001 8.0 783 1383 25.769323999999997 -80.183769 300000
2.5 1462 6969 1998 8.0 161 129 25.6020687 -80.4178956 300000
1.5 846 6969 2008 9.0 343 600 25.7700913 -80.1946615 300000
2.0 1393 3703 1996 9.0 208 149 25.6055152 -80.4235025 300000
3.0 2313 4926 1975 11.0 194 280 25.6909387 -80.38089240000001 300000
2.0 1470 6969 1978 12.0 156 515 25.705061999999998 -80.37838 300000
9.5 7454 38332 2012 13.0 670 280 25.682723 -80.28844000000001 300000
2.0 1229 6969 1982 13.0 216 280 25.8380103 -80.18044429999999 300000
3.5 2757 7875 1991 13.0 167 280 25.627932 -80.42802309999999 300000
2.0 1274 6969 2015 13.0 389 280 25.7644398 -80.1952502 300000
3.5 2431 9180 1961 14.0 148 280 25.6225169 -80.35501140000001 300000
1.0 820 6969 2006 14.0 415 443 25.7596392 -80.1902581 300000
1.5 669 6969 1983 14.0 224 125 25.751496 -80.366863 300000
1.5 878 6969 2008 16.0 302 628 25.761032999999998 -80.194396 300000
3.0 1137 6969 2017 19.0 879 898 25.8050525 -80.1855812 300000
3.5 2597 7928 2002 19.0 168 280 25.6566244 -80.41139559999999 300000
2.0 1580 10074 1961 20.0 158 280 25.5603514 -80.3653645 300000
2.0 900 6969 2006 20.0 188 280 25.7897443 -80.2362272 300000
2.0 1100 6969 1974 21.0 341 280 25.750841 -80.1998881 300000
2.5 1499 1827 2000 22.0 195 59 25.675347600000002 -80.45900870000001 300000
3.0 2852 15028 1960 22.0 261 280 25.645531 -80.311428 300000
2.0 1476 5766 1962 23.0 352 280 25.7502704 -80.2999171 300000
3.0 1380 6969 2016 23.0 659 280 25.759908300000003 -80.19829440000001 300000
2.0 1255 6969 2008 25.0 474 820 25.7825067 -80.1901188 300000
2.5 1594 6969 2006 25.0 423 1005 25.7596392 -80.1902581 300000
1.0 738 6969 2008 27.0 461 627 25.7684475 -80.1913487 300000
2.0 1197 6969 1975 27.0 146 461 25.9555638 -80.1888997 300000
2.5 2300 6969 2005 27.0 326 335 25.734842 -80.242014 300000
2.0 1252 6969 1953 28.0 315 280 25.8186573 -80.2261842 300000
3.0 2759 33062 1958 28.0 542 280 25.6525143 -80.3024637 300000
4.0 1438 6969 1926 28.0 330 280 25.839080300000003 -80.1853052 300000
2.0 1087 6969 2008 28.0 322 616 25.7700913 -80.1946615 300000
2.0 1600 6969 1978 30.0 344 280 25.733612899999997 -80.23563399999999 300000
2.0 1181 6969 2008 30.0 356 864 25.8078394 -80.192227 300000
2.5 2193 5502 1998 30.0 176 280 25.6342054 -80.43219570000001 300000
1.0 758 6969 1986 31.0 231 180 25.7752355 -80.38273570000001 300000
4.0 3177 6000 2005 33.0 157 50 25.7075302 -80.45961700000001 300000
3.0 1488 6969 2002 33.0 534 880 25.768564 -80.18644499999999 300000
2.5 1312 6900 1952 35.0 221 280 25.877934 -80.165966 300000
2.0 1403 6969 2012 35.0 299 280 25.799735100000003 -80.1865257 300000
2.0 1110 6969 2018 35.0 463 280 25.7907062 -80.1923857 300000
2.0 900 6969 1997 36.0 211 215 25.624396899999997 -80.41094 300000
3.0 2130 6969 2004 36.0 878 280 25.7603319 -80.189341 300000
2.0 1121 6969 1985 36.0 133 340 25.9727341 -80.1849215 300000
3.5 4257 43560 2005 37.0 329 280 25.6801407 -80.372346 300000
3.5 2184 5850 1936 37.0 196 280 25.7626152 -80.2343315 300000
1.0 1308 3600 1955 40.0 157 280 25.8370889 -80.222566 300000
6.0 7074 36900 2017 40.0 281 280 25.707318899999997 -80.3564426 300000
2.0 1492 4323 1981 40.0 188 281 25.6787621 -80.4357162 300000
2.0 1159 6969 2007 41.0 344 884 25.8042161 -80.18648320000001 300000
3.0 3113 12000 1979 41.0 148 280 25.9649437 -80.1866783 300000
3.0 1807 8657 1959 41.0 230 280 25.7649936 -80.3250752 300000
2.5 1140 6969 2017 42.0 412 580 25.7641113 -80.1977438 300000
2.5 2223 3980 2013 43.0 200 382 25.9523161 -80.18557940000001 300000
2.0 882 6969 2004 44.0 248 506 25.783757100000003 -80.2086978 300000
1.0 845 6969 1965 44.0 136 205 25.947110000000002 -80.165852 300000
1.0 806 6969 2008 44.0 310 573 25.776534100000003 -80.1888665 300000
3.5 2629 6000 2003 45.0 163 280 25.6296997 -80.45075279999999 300000
3.0 1494 6969 2017 48.0 736 280 25.7640137 -80.1912975 300000
1.0 727 6969 2006 48.0 413 443 25.7678202 -80.1960753 300000
1.0 791 6969 2007 49.0 424 486 25.792482 -80.187149 300000
2.0 1169 6969 2005 49.0 418 603 25.7716366 -80.1858045 300000
1.0 472 6969 2015 49.0 422 380 25.8156264 -80.18916290000001 300000
2.0 1286 6135 1947 49.0 334 280 25.7434482 -80.2337215 300000
1.0 1097 6450 1948 49.0 278 280 25.7690035 -80.29743570000001 300000
1.0 630 6969 2006 50.0 413 280 25.7598741 -80.19068859999999 300000
2.0 948 6969 1980 51.0 195 265 25.687767899999997 -80.445183 300000
5.0 1973 6969 1925 51.0 342 280 25.7648285 -80.21503879999999 300000
2.5 1704 6969 2003 51.0 176 170 25.7377285 -80.4412625 300000
2.0 1405 6969 1982 51.0 100 499 25.959348000000002 -80.192053 300000
2.0 1012 6969 2014 51.0 445 1022 25.760372 -80.190197 300000
1.0 611 6969 1973 55.0 180 200 25.799169600000003 -80.2392619 300000
4.0 1863 6969 2017 55.0 631 1244 25.8050525 -80.1855812 300000
1.0 750 6969 2001 55.0 440 642 25.762183800000003 -80.18898859999999 300000
3.0 2215 7500 1949 55.0 361 280 25.7412283 -80.2300062 300000
1.0 821 6969 2008 56.0 353 503 25.792482 -80.187149 300000
2.0 1289 6969 2006 58.0 380 700 25.768999899999997 -80.191845 300000
2.5 1346 6969 1972 58.0 171 340 25.686984 -80.415003 300000
2.0 1184 1 1954 61.0 162 280 25.8935064 -80.2298876 300000
2.0 1134 6969 2016 62.0 626 986 25.762775 -80.192463 300000
3.5 2580 6969 1997 63.0 793 1989 25.7555391 -80.1950766 300000
1.0 793 6969 1974 63.0 415 431 25.731588000000002 -80.23811490000001 300000
1.0 850 6969 1952 64.0 241 280 25.851108 -80.2305411 300000
2.5 1647 6969 2009 64.0 424 1315 25.7851774 -80.1900783 300000
1.5 865 6969 2008 64.0 289 450 25.776534100000003 -80.1888665 300000
1.0 1285 6750 1941 68.0 331 280 25.766858600000003 -80.23577709999999 300000
2.0 990 6969 1973 68.0 303 592 25.8097771 -80.1865475 300000
1.0 539 6969 2000 68.0 342 238 25.7352724 -80.23836130000001 300000
2.0 2237 15312 1970 69.0 215 280 25.633758800000003 -80.3439823 300000
3.0 2713 5000 2004 75.0 158 280 25.6866461 -80.4588349 300000
1.0 901 6969 2015 77.0 499 280 25.763223999999997 -80.193432 300000
1.5 891 6969 1980 78.0 222 205 25.776443 -80.339694 300000
2.0 1262 6969 1980 82.0 214 63 25.7002011 -80.3652342 300000
2.0 2096 7650 1959 84.0 186 280 25.7305521 -80.35218359999999 300000
1.0 860 6969 1965 84.0 140 280 25.9471081 -80.16728309999999 300000
2.0 900 6969 2006 84.0 206 259 25.7899426 -80.2367071 300000
4.0 2564 14668 1926 85.0 702 280 25.852878 -80.17535500000001 300000
2.0 1060 6969 1978 85.0 189 351 25.6714415 -80.3749579 300000
1.0 1149 6969 1972 85.0 126 379 25.7776617 -80.3452006 300000
1.5 938 6969 2008 85.0 554 670 25.7834355 -80.19018100000001 300000
1.0 980 6969 2004 89.0 274 408 25.80122 -80.186789 300000
2.5 2372 5880 2005 89.0 188 280 25.754081 -80.44419090000001 300000
1.0 696 6969 2008 89.0 352 519 25.794076899999997 -80.18707059999998 300000
5.0 3344 5500 2014 92.0 148 31 25.679242000000002 -80.4684797 300000
2.0 1006 6969 2008 93.0 337 815 25.776989999999998 -80.18879799999999 300000
2.0 1404 6969 2017 93.0 556 950 25.764055 -80.1923013 300000
2.5 1505 6969 2005 93.0 631 960 25.769050699999998 -80.187027 300000
3.5 3000 7000 2018 94.0 242 280 25.7686931 -80.2479962 300000
3.0 2292 4320 1987 96.0 174 280 25.7636777 -80.34381929999999 300000
2.0 1829 6969 1940 96.0 185 280 25.796792 -80.22525999999999 300000
2.0 1061 6969 2007 96.0 424 755 25.755381 -80.2075334 300000
3.0 1440 6969 2002 97.0 198 240 25.6339214 -80.4134844 300000
2.0 2127 23750 1942 97.0 118 280 25.5623943 -80.3807184 300000
1.5 740 6969 1967 97.0 135 275 25.915573199999997 -80.1863887 300000
2.0 1707 7500 1977 98.0 275 280 25.658762 -80.38032700000001 300000
1.5 896 6969 2017 99.0 948 846 25.7581064 -80.1924028 300000
3.0 2182 5000 1985 100.0 140 280 25.586994600000004 -80.38567619999999 300000
1.0 1004 6013 1939 103.0 314 280 25.8505184 -80.1921052 300000
1.5 868 6969 1998 105.0 200 280 25.778973999999998 -80.325325 300000
2.0 1679 7100 1952 107.0 223 280 25.7582801 -80.2313074 300000
2.5 1262 6969 2017 107.0 871 102 25.7581064 -80.1924028 300000
1.0 688 6969 1964 109.0 94 302 25.9297265 -80.1736926 300000
2.0 1748 6969 1945 111.0 280 280 25.8779674 -80.1925017 300000
2.0 1368 15017 1956 113.0 416 280 25.648840399999997 -80.3273817 300000
2.0 1116 6969 2004 114.0 322 631 25.7620552 -80.1935173 300000
3.0 1428 7140 1957 114.0 389 280 25.8452625 -80.1800304 300000
6.0 4600 17969 2017 118.0 261 280 25.744643 -80.37234709999998 300000
2.0 1460 6969 1974 119.0 394 980 25.750841 -80.1998881 300000
3.0 1041 6969 2007 120.0 316 700 25.7758982 -80.1900667 300000
2.0 1139 6969 2014 120.0 716 1007 25.760372 -80.190197 300000
2.0 1132 6969 1966 121.0 132 334 25.945476 -80.17153990000001 300000
1.0 540 6969 2008 121.0 444 487 25.771281899999998 -80.1876583 300000
1.5 782 6969 1969 121.0 326 500 25.7491305 -80.2018126 300000
2.5 2011 5632 1984 124.0 259 280 25.678918499999998 -80.39660190000001 300000
2.5 1229 6969 2017 125.0 689 779 25.805065399999997 -80.18623690000001 300000
3.5 3050 8525 1950 125.0 410 280 25.856857 -80.174875 300000
2.0 1030 6969 2008 125.0 374 720 25.770455399999996 -80.1942628 300000
4.0 2312 6969 2015 125.0 172 45 25.677850699999997 -80.4717155 300000
3.0 2061 6000 1936 126.0 305 280 25.84158 -80.180634 300000
4.5 2543 6969 2017 126.0 904 1565 25.7655385 -80.19382759999999 300000
1.0 588 6969 1937 128.0 372 280 25.7882508 -80.22505129999999 300000
4.5 3340 11342 1952 131.0 509 280 25.7443741 -80.22030190000001 300000
2.0 1775 7500 1953 132.0 214 280 25.7392409 -80.3019631 300000
3.5 2650 8418 1976 133.0 179 280 25.7548363 -80.39983050000001 300000
1.5 651 6969 2007 134.0 295 430 25.7758982 -80.1900667 300000
3.0 2204 6969 1945 135.0 154 280 25.771427499999998 -80.28597459999999 300000
2.0 1012 7500 1957 141.0 246 280 25.9716418 -80.1819922 300000
2.5 2037 3705 1980 142.0 167 75 25.756795999999998 -80.410922 300000
3.5 1443 6969 2017 142.0 676 280 25.765689899999998 -80.1939008 300000
3.0 1537 6969 1939 142.0 357 280 25.7519967 -80.2274913 300000
1.0 1176 6969 2008 142.0 259 744 25.776534100000003 -80.1888665 300000
2.0 1203 6969 2008 146.0 665 911 25.776989999999998 -80.18879799999999 300000
8.5 6858 40249 1998 148.0 408 280 25.6849964 -80.3008095 300000
1.5 930 6969 1975 148.0 296 522 25.750841 -80.1998881 300000
2.0 1105 6969 2005 148.0 412 636 25.7619908 -80.19041870000001 300000
4.0 2670 6969 1955 148.0 224 280 25.808429399999998 -80.23799100000001 300000
2.5 1440 6969 1981 152.0 590 830 25.790529199999998 -80.17898790000001 300000
2.0 1095 8062 1936 154.0 160 280 25.874685600000003 -80.2139835 300000
1.0 783 6969 2016 155.0 562 605 25.762775 -80.192463 300000
2.0 985 6969 2007 156.0 277 357 25.756245 -80.238777 300000
2.0 2377 6969 1973 157.0 229 280 25.747717 -80.220534 300000
4.0 4198 6969 2008 159.0 1167 2592 25.7825067 -80.1901188 300000
8.5 9912 46609 2014 159.0 499 280 25.6770871 -80.3167407 300000
2.0 1430 6969 1983 160.0 769 1504 25.789950199999996 -80.1743516 300000
3.0 2627 6037 1984 166.0 169 280 25.7624935 -80.34265429999999 300000
2.5 1276 6969 2017 170.0 650 280 25.7655385 -80.19382759999999 300000
2.0 1895 7875 1976 175.0 221 280 25.758636 -80.3409148 300000
2.0 931 6969 2015 183.0 478 561 25.763223999999997 -80.193432 300000
4.5 3730 6969 2003 191.0 999 3905 25.759088000000002 -80.1918167 300000
3.5 2394 6969 2007 205.0 459 1063 25.782179199999998 -80.2123712 300000
2.0 1140 6969 1968 207.0 122 563 25.9458736 -80.1748132 300000
